recording_id,source_zip,path,label,subtype,person,recording_number,usable,trim_method,search_start_s,trim_start_s,trim_end_s,trimmed_duration_s,peak_time_s,peak_acc_mag,original_start_s,original_end_s,original_duration_s,original_acc_rows,trimmed_acc_rows,notes
NFA_StandingUp_Lukas6,NFA_StandingUp_Lukas6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas6.zip,non_fall,standing_up,lukas,6,yes,middle_cut_non_fall,5.0,5.0554,14.5223,9.4669,,,0.0554,17.5223,17.4669,875,473,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas7,NFA_StandingUp_Lukas7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas7.zip,non_fall,standing_up,lukas,7,yes,middle_cut_non_fall,5.0,5.0692,22.3898,17.3206,,,0.0692,25.3898,25.3206,1268,866,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas8,NFA_StandingUp_Lukas8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas8.zip,non_fall,standing_up,lukas,8,yes,middle_cut_non_fall,5.0,5.0606,17.1846,12.124,,,0.0606,20.1846,20.124,1008,606,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas9,NFA_StandingUp_Lukas9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas9.zip,non_fall,standing_up,lukas,9,yes,middle_cut_non_fall,5.0,5.061,15.5461,10.4851,,,0.061,18.5461,18.4851,926,524,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina1,NFA_StandingUp_Polina1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina1.zip,non_fall,standing_up,polina,1,yes,middle_cut_non_fall,5.0,5.0619,12.5044,7.4426,,,0.0619,15.5044,15.4426,1542,743,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina10,NFA_StandingUp_Polina10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina10.zip,non_fall,standing_up,polina,10,yes,middle_cut_non_fall,5.0,5.0642,9.8398,4.7756,,,0.0642,12.8398,12.7756,1277,477,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina2,NFA_StandingUp_Polina2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina2.zip,non_fall,standing_up,polina,2,yes,middle_cut_non_fall,5.0,5.066,12.3546,7.2885,,,0.066,15.3546,15.2885,1528,728,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina3,NFA_StandingUp_Polina3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina3.zip,non_fall,standing_up,polina,3,yes,middle_cut_non_fall,5.0,5.0647,14.2204,9.1557,,,0.0647,17.2204,17.1557,1710,912,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina4,NFA_StandingUp_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina4.zip,non_fall,standing_up,polina,4,yes,middle_cut_non_fall,5.0,5.0712,11.8642,6.793,,,0.0712,14.8642,14.793,1478,678,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina5,NFA_StandingUp_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina5.zip,non_fall,standing_up,polina,5,yes,middle_cut_non_fall,5.0,5.0612,11.709,6.6478,,,0.0612,14.709,14.6478,1464,664,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina6,NFA_StandingUp_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina6.zip,non_fall,standing_up,polina,6,yes,middle_cut_non_fall,5.0,5.0613,13.1833,8.122,,,0.0613,16.1833,16.122,1611,811,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina7,NFA_StandingUp_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina7.zip,non_fall,standing_up,polina,7,yes,middle_cut_non_fall,5.0,5.0699,14.6023,9.5324,,,0.0699,17.6023,17.5324,1752,952,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina8,NFA_StandingUp_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina8.zip,non_fall,standing_up,polina,8,yes,middle_cut_non_fall,5.0,5.0716,11.0698,5.9982,,,0.0716,14.0698,13.9982,1399,599,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Polina9,NFA_StandingUp_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\polina\NFA_StandingUp_Polina9.zip,non_fall,standing_up,polina,9,yes,middle_cut_non_fall,5.0,5.0768,12.5368,7.46,,,0.0768,15.5368,15.46,1545,745,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas1,NFA_StumblingForward_Lukas1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas1.zip,non_fall,stumbling_forward,lukas,1,yes,middle_cut_non_fall,5.0,5.0617,12.7686,7.7069,,,0.0617,15.7686,15.7069,787,385,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas10,NFA_StumblingForward_Lukas10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas10.zip,non_fall,stumbling_forward,lukas,10,yes,middle_cut_non_fall,5.0,5.0664,16.5098,11.4434,,,0.0664,19.5098,19.4434,974,572,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas2,NFA_StumblingForward_Lukas2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas2.zip,non_fall,stumbling_forward,lukas,2,yes,middle_cut_non_fall,5.0,5.0582,17.9808,12.9226,,,0.0582,20.9808,20.9226,1048,646,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas3,NFA_StumblingForward_Lukas3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas3.zip,non_fall,stumbling_forward,lukas,3,yes,middle_cut_non_fall,5.0,5.0725,15.7171,10.6446,,,0.0725,18.7171,18.6446,934,532,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas4,NFA_StumblingForward_Lukas4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas4.zip,non_fall,stumbling_forward,lukas,4,yes,middle_cut_non_fall,5.0,5.0592,14.7843,9.7251,,,0.0592,17.7843,17.7251,888,486,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas5,NFA_StumblingForward_Lukas5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas5.zip,non_fall,stumbling_forward,lukas,5,yes,middle_cut_non_fall,5.0,5.0582,14.5635,9.5053,,,0.0582,17.5635,17.5053,877,475,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas6,NFA_StumblingForward_Lukas6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas6.zip,non_fall,stumbling_forward,lukas,6,yes,middle_cut_non_fall,5.0,5.0792,16.363,11.2838,,,0.0792,19.363,19.2838,966,564,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas7,NFA_StumblingForward_Lukas7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas7.zip,non_fall,stumbling_forward,lukas,7,yes,middle_cut_non_fall,5.0,5.0611,14.1666,9.1055,,,0.0611,17.1666,17.1055,857,455,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas8,NFA_StumblingForward_Lukas8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas8.zip,non_fall,stumbling_forward,lukas,8,yes,middle_cut_non_fall,5.0,5.0585,14.9033,9.8448,,,0.0585,17.9033,17.8448,894,492,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Lukas9,NFA_StumblingForward_Lukas9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\lukas\NFA_StumblingForward_Lukas9.zip,non_fall,stumbling_forward,lukas,9,yes,middle_cut_non_fall,5.0,5.0666,17.2743,12.2077,,,0.0666,20.2743,20.2077,1012,610,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina1,NFA_StumblingForward_Polina1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina1.zip,non_fall,stumbling_forward,polina,1,yes,middle_cut_non_fall,5.0,5.0655,13.7683,8.7027,,,0.0655,16.7683,16.7027,1668,868,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina2,NFA_StumblingForward_Polina2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina2.zip,non_fall,stumbling_forward,polina,2,yes,middle_cut_non_fall,5.0,5.0706,11.0486,5.9779,,,0.0706,14.0486,13.9779,1396,597,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina3,NFA_StumblingForward_Polina3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina3.zip,non_fall,stumbling_forward,polina,3,yes,middle_cut_non_fall,5.0,5.0696,13.1308,8.0612,,,0.0696,16.1308,16.0612,1604,805,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina4,NFA_StumblingForward_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina4.zip,non_fall,stumbling_forward,polina,4,yes,middle_cut_non_fall,5.0,5.0581,14.5046,9.4465,,,0.0581,17.5046,17.4465,1742,943,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina5,NFA_StumblingForward_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina5.zip,non_fall,stumbling_forward,polina,5,yes,middle_cut_non_fall,5.0,5.0692,14.3217,9.2525,,,0.0692,17.3217,17.2525,1724,924,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina6,NFA_StumblingForward_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina6.zip,non_fall,stumbling_forward,polina,6,yes,middle_cut_non_fall,5.0,5.0647,15.0482,9.9835,,,0.0647,18.0482,17.9835,1796,996,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina7,NFA_StumblingForward_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina7.zip,non_fall,stumbling_forward,polina,7,yes,middle_cut_non_fall,5.0,5.0664,12.296,7.2296,,,0.0664,15.296,15.2296,1522,722,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina8,NFA_StumblingForward_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina8.zip,non_fall,stumbling_forward,polina,8,yes,middle_cut_non_fall,5.0,5.0593,14.135,9.0757,,,0.0593,17.135,17.0757,1705,905,Automatically preprocessed from Sensor Logger export.
NFA_StumblingForward_Polina9,NFA_StumblingForward_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_stumbling_forward\polina\NFA_StumblingForward_Polina9.zip,non_fall,stumbling_forward,polina,9,yes,middle_cut_non_fall,5.0,5.0693,14.702,9.6327,,,0.0693,17.702,17.6327,1762,962,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas1,NFA_Walking_Lukas1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas1.zip,non_fall,walking,lukas,1,yes,middle_cut_non_fall,5.0,5.0455,21.8056,16.7601,,,0.0455,24.8056,24.7601,1240,838,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas10,NFA_Walking_Lukas10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas10.zip,non_fall,walking,lukas,10,yes,middle_cut_non_fall,5.0,5.0705,26.2463,21.1758,,,0.0705,29.2463,29.1758,1461,1059,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas2,NFA_Walking_Lukas2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas2.zip,non_fall,walking,lukas,2,yes,middle_cut_non_fall,5.0,5.0635,25.021,19.9576,,,0.0635,28.021,27.9576,1400,998,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas3,NFA_Walking_Lukas3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas3.zip,non_fall,walking,lukas,3,yes,middle_cut_non_fall,5.0,5.0704,22.8095,17.7391,,,0.0704,25.8095,25.7391,1289,887,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas4,NFA_Walking_Lukas4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas4.zip,non_fall,walking,lukas,4,yes,middle_cut_non_fall,5.0,5.0669,19.5086,14.4417,,,0.0669,22.5086,22.4417,1124,722,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas5,NFA_Walking_Lukas5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas5.zip,non_fall,walking,lukas,5,yes,middle_cut_non_fall,5.0,5.0635,24.3014,19.2379,,,0.0635,27.3014,27.2379,1364,962,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas6,NFA_Walking_Lukas6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas6.zip,non_fall,walking,lukas,6,yes,middle_cut_non_fall,5.0,5.0599,22.0396,16.9797,,,0.0599,25.0396,24.9797,1251,849,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas7,NFA_Walking_Lukas7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas7.zip,non_fall,walking,lukas,7,yes,middle_cut_non_fall,5.0,5.0585,22.9378,17.8793,,,0.0585,25.9378,25.8793,1296,894,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas8,NFA_Walking_Lukas8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas8.zip,non_fall,walking,lukas,8,yes,middle_cut_non_fall,5.0,5.0746,21.6345,16.5599,,,0.0746,24.6345,24.5599,1230,828,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Lukas9,NFA_Walking_Lukas9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\lukas\NFA_Walking_Lukas9.zip,non_fall,walking,lukas,9,yes,middle_cut_non_fall,5.0,5.0656,22.4047,17.3392,,,0.0656,25.4047,25.3392,1269,867,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina1,NFA_Walking_Polina1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina1.zip,non_fall,walking,polina,1,yes,middle_cut_non_fall,5.0,5.0701,20.6417,15.5716,,,0.0701,23.6417,23.5716,1178,778,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina10,NFA_Walking_Polina10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina10.zip,non_fall,walking,polina,10,yes,middle_cut_non_fall,5.0,5.0785,20.0684,14.9899,,,0.0785,23.0684,22.9899,1149,749,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina2,NFA_Walking_Polina2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina2.zip,non_fall,walking,polina,2,yes,middle_cut_non_fall,5.0,5.0701,16.7561,11.686,,,0.0701,19.7561,19.686,984,584,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina3,NFA_Walking_Polina3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina3.zip,non_fall,walking,polina,3,yes,middle_cut_non_fall,5.0,5.0769,19.7066,14.6297,,,0.0769,22.7066,22.6297,1131,731,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina4,NFA_Walking_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina4.zip,non_fall,walking,polina,4,yes,middle_cut_non_fall,5.0,5.081,19.4712,14.3902,,,0.081,22.4712,22.3902,1119,719,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina5,NFA_Walking_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina5.zip,non_fall,walking,polina,5,yes,middle_cut_non_fall,5.0,5.0791,19.1284,14.0493,,,0.0791,22.1284,22.0493,1102,702,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina6,NFA_Walking_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina6.zip,non_fall,walking,polina,6,yes,middle_cut_non_fall,5.0,5.0632,18.4315,13.3683,,,0.0632,21.4315,21.3683,1068,668,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina7,NFA_Walking_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina7.zip,non_fall,walking,polina,7,yes,middle_cut_non_fall,5.0,5.0663,21.3981,16.3319,,,0.0663,24.3981,24.3319,1216,816,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina8,NFA_Walking_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina8.zip,non_fall,walking,polina,8,yes,middle_cut_non_fall,5.0,5.0669,16.2522,11.1852,,,0.0669,19.2522,19.1852,959,559,Automatically preprocessed from Sensor Logger export.
NFA_Walking_Polina9,NFA_Walking_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_walking\polina\NFA_Walking_Polina9.zip,non_fall,walking,polina,9,yes,middle_cut_non_fall,5.0,5.0687,18.6769,13.6082,,,0.0687,21.6769,21.6082,1080,680,Automatically preprocessed from Sensor Logger export.
